시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
대전광역시,중구,푸른솔어린이집,가정,정상,34867,대전광역시 중구 중앙로 45 센트럴뷰아파트 104-102,042-221-7942,070-4324-7942,4,84,0,4,8,19,13,36.32365612333113,127.41726587488531,미운영,https://www.instagram.com/pureunsol7942/,2012-06-26,,,
대전광역시,대덕구,종이나라어린이집,가정,폐지,34400,"대전광역시 대덕구 동춘당로114번길 47 210동 102호(송촌동, 선비마을2단지아파트)",042-632-3390,042-632-3390,4,86,0,4,0,20,0,36.369198,127.43889,운영,,2012-06-26,,,2017-10-13
대전광역시,동구,해피키즈어린이집,가정,정상,34637,"대전광역시 동구 동대전로46번길 30 104동 104호(대동, 이스트시티)",042-320-5503,042-320-5501,5,118,0,5,4,20,2,36.32736771371126,127.43900292531063,미운영,,2012-06-22,,,
대전광역시,대덕구,키움어린이집,가정,정상,34307,"대전광역시 대덕구 대청로 53 206동104호(신탄진동,동일스위트리버스카이2단지)",042-936-3732,0504-065-4566,4,59,0,4,7,20,9,36.45425665037774,127.43403897166948,미운영,,2012-06-20,,,
대전광역시,대덕구,프라임어린이집,가정,폐지,34323,대전광역시 대덕구 대덕대로1458번길 47 (목상동),042-931-0427,070-8261-0711,3,132,0,3,0,18,0,36.44728017,127.4121004,운영,,2012-06-20,,,2019-03-01
대전광역시,대덕구,사랑숲어린이집,민간,정상,34379,대전광역시 대덕구 한밭대로1033번길 15 (오정동),042-626-3419,--,6,212,1,7,8,52,20,36.36003979,127.411966,운영,,2012-06-19,,,
대전광역시,중구,코코몽과친구들어린이집,가정,폐지,34895,"대전광역시 중구 평촌로 111 107-106(태평아파트, 태평동)",042-527-7767,042-527-7767,5,114,0,4,0,18,0,36.3131885,127.4324841,미운영,,2012-06-14,,,2016-10-04
대전광역시,동구,노리숲어린이집,가정,정상,34582,"대전광역시 동구 성남로 15 109-105 (성남동,스마트뷰)",042-301-3456,042-301-3456,4,65,0,4,4,20,8,36.34286565800668,127.43327405991256,미운영,http://cafe.naver.com/1004norisup,2012-06-13,,,
대전광역시,대덕구,유원숲어린이집,가정,폐지,34384,"대전광역시 대덕구 계족로663번길 23 2동 102호(법동, 유원아파트)",042-631-8731,042-631-8731,4,64,0,4,0,20,0,36.37003479,127.4279772,운영,,2012-06-08,,,2021-03-02
대전광역시,동구,천사어린이집,가정,폐지,34582,"대전광역시 동구 성남로 15 104-104 (성남동,스마트뷰)",042-361-7342,--,4,82,0,4,0,20,0,36.34286565800668,127.43327405991256,미운영,,2012-06-07,,,2020-03-31
대전광역시,중구,예뜰어린이집,민간,폐지,34867,대전광역시 중구 중앙로 45 센트럴뷰아파트 관리동,042-226-9457,042-226-7896,4,184,0,7,0,37,0,36.32366655320541,127.41685944694119,운영,,2012-06-04,,,2019-12-10
대전광역시,중구,그린키즈어린이집,가정,정상,35018,대전광역시 중구 서문로 32 108-102(문화동 한밭우성아파트),042-582-3260,0505-310-9093,4,76,0,4,9,20,10,36.30936541,127.4103279,운영,http://cafe.naver.com/gkid,2012-06-01,,,
대전광역시,대덕구,까르르어린이집,가정,폐지,34356,"대전광역시 대덕구 아리랑로 211 105동102호(법동, 영진로얄맨션)",042-639-2053,042-626-8315,4,54,0,4,0,19,0,36.37528624,127.4253298,운영,,2012-06-01,,,2019-03-27
대전광역시,중구,엔젤키즈어린이집,민간,폐지,35025,대전광역시 중구 문창로54번길 13-7 (문창동),042-285-1255,042-286-1256,5,109,0,8,0,40,0,36.318633079468015,127.43443279939514,운영,,2012-05-31,,,2021-12-17
대전광역시,서구,푸른하늘어린이집,가정,폐지,35206,"대전광역시 서구 청사로 282 2동 104호 (둔산동, 수정타운아파트)",042-483-0202,--,4,58,0,4,0,19,0,36.35907901836852,127.39804057473336,미운영,,2012-05-31,,,2020-03-27
대전광역시,서구,아가랑어린이집,가정,폐지,35268,"대전광역시 서구 계룡로536번길 9 106동 103호 (괴정동,한신아파트)",042-369-2300,--,4,42,0,4,0,15,0,36.342363376179144,127.38277095043424,운영,,2012-05-31,,,2020-03-31
대전광역시,서구,푸른동산어린이집,가정,폐지,35202,"대전광역시 서구 만년남로 8 102동 103호 (만년동, 상록수아파트)",042-488-5688,--,4,46,0,0,0,15,0,36.36645173959662,127.37875231623148,미운영,,2012-05-29,,,2019-02-27
대전광역시,서구,리틀에디슨어린이집,가정,폐지,35216,"대전광역시 서구 청사로 65 102동 105호 (월평동, 황실타운아파트)",042-482-0601,042-471-5477,4,54,0,4,0,19,0,36.36205938367735,127.37127938288339,운영,,2012-05-29,,,2017-03-10
대전광역시,서구,큰나래어린이집,가정,폐지,35245,"대전광역시 서구 둔산로 201 602동 104호 (둔산동, 국화아파트)",042-471-3410,042-471-1988,4,64,0,5,0,20,0,36.3546809229762,127.39816087001,미운영,,2012-05-21,,,2019-03-15
대전광역시,서구,초록빛나어린이집,가정,폐지,35245,"대전광역시 서구 둔산로 201 505동 107호 (둔산동,국화아파트)",042-365-0105,042-365-0105,4,64,2,5,0,20,0,36.3546809229762,127.39816087001,미운영,,2012-05-21,,,2019-03-20
대전광역시,서구,예쁜하늘어린이집,가정,폐지,35235,"대전광역시 서구 둔산남로 30 110동 106호 (둔산동, 녹원아파트)",042-482-1004,--,4,53,0,4,0,17,0,36.3488309899328,127.381381010249,미운영,,2012-05-21,,,2019-03-15
대전광역시,서구,향촌꼬마숲어린이집,가정,정상,35228,"대전광역시 서구 둔산로 15 109동 103호 (둔산동,향촌아파트)",042-488-7877,042-488-7877,4,67,0,4,7,20,13,36.3540969644497,127.375813909043,미운영,http://www.littleforest.co.kr/home/Dunsan/,2012-05-18,,,
대전광역시,중구,천사친구어린이집,가정,폐지,34887,대전광역시 중구 유천로 93 (유천동),042-522-1333,042-522-1333,4,131,1,4,0,20,0,36.32079615,127.3962816,운영,,2012-05-10,,,2019-11-25
대전광역시,대덕구,하늘사랑어린이집,가정,폐지,34319,대전광역시 대덕구 석봉로30번안길 57 (석봉동) 서우아파트 103동106호,042-936-3732,042-934-5116,4,53,0,4,0,15,0,36.44712429,127.4273092,운영,,2012-05-08,,,2023-03-22
대전광역시,서구,도담이든어린이집,민간,폐지,35351,"대전광역시 서구 도안북로 136 (도안동, 한라비발디아파트)",042-823-2235,--,3,120,0,8,0,40,0,36.328668340133,127.343746317043,미운영,,2012-05-07,,,2022-03-01
대전광역시,서구,한가람어린이집,가정,폐지,35251,"대전광역시 서구 문예로 16 11동 105호 (탄방동, 한가람아파트)",042-482-7620,--,4,84,0,4,0,15,0,36.347878675442,127.390555677771,미운영,,2012-05-03,,,2019-06-20
대전광역시,서구,별그림어린이집,가정,정상,35235,"대전광역시 서구 둔산남로 30 105동 108호 (둔산동, 녹원아파트)",042-389-0123,042-389-0123,3,68,0,4,5,20,11,36.3472016588485,127.381386463359,미운영,https://cafe.daum.net/daejeon-star,2012-05-01,,,
대전광역시,서구,쥬베베어린이집,가정,폐지,35247,"대전광역시 서구 둔산북로 160 10동 102호 (둔산동, 한마루아파트)",042-362-2617,--,3,54,0,0,0,14,0,36.3541770090931,127.392467586141,미운영,,2012-04-26,,,2014-12-29
대전광역시,서구,나비잠어린이집,가정,폐지,35289,대전광역시 서구 동서대로1021번길 40 (내동),042-523-0889,--,3,51,0,4,0,16,0,36.3335288028485,127.376918378849,운영,,2012-04-25,,,2017-10-12
대전광역시,대덕구,로하스어린이집,민간,폐지,306810,대전광역시 대덕구 석봉로44번길 35-12 (석봉동),042-936-5279,042-936-5279,7,230,2,12,0,85,0,36.44558733,127.4272346,운영,,2012-04-23,,,2018-01-22
대전광역시,대덕구,새일어린이집,민간,정상,34333,대전광역시 대덕구 덕암로159번길 34 (덕암동),042-936-7997,042-936-7997,8,255,3,14,13,79,34,36.43542587,127.4203117,운영,https://blog.naver.com/saeil7997,2012-03-30,,,
대전광역시,대덕구,행복나무 어린이집,가정,폐지,34410,대전광역시 대덕구 송촌북로19번길 24 (중리동),042-628-1109,--,4,85,0,0,0,20,0,36.36402497,127.4352966,운영,,2012-03-29,,,2015-06-11
대전광역시,대덕구,별나라어린이집,가정,정상,34391,대전광역시 대덕구 한밭대로1129번길 84 (중리동),042-623-7666,042-623-7666,4,109,0,4,5,20,9,36.36276102,127.423883,운영,lgbg7666@hanmail.net,2012-03-20,,,
대전광역시,대덕구,코끼리망토어린이집,가정,정상,34307,"대전광역시 대덕구 대청로 43 110동 104호(신탄진동, 대전동일스위트리버스카이1단지)",042-487-3114,042-487-3114,3,56,0,3,5,20,7,36.45430127179128,127.43167432280175,미운영,,2012-03-20,,,
대전광역시,대덕구,참사랑영아어린이집,가정,폐지,34308,"대전광역시 대덕구 대청로64번길 11 102동 102호(신탄진동,라이프아파트)",042-932-3140,--,5,70,0,5,0,20,0,36.44624624,127.4340599,미운영,lsunduck@hanmail.net,2012-03-16,,,2023-03-01
대전광역시,대덕구,자연어린이집,가정,폐지,34421,"대전광역시 대덕구 동춘당로23번길 37 105동 104호(송촌동, 서오아파트)",042-633-3007,042-633-3007,3,77,0,4,0,18,0,36.35941683,127.4454785,운영,,2012-03-15,,,2023-07-26
대전광역시,대덕구,솔방울어린이집,가정,정상,34304,"대전광역시 대덕구 대덕대로 1555 105동 102호 (석봉동, 금강엑슬루타워)",042-932-4200,042-932-4200,5,78,0,6,10,20,19,36.44658487,127.4243995,미운영,,2012-03-13,,,
대전광역시,대덕구,행복나라어린이집,가정,폐지,306813,대전광역시 대덕구 송촌북로4번길 21-8 (송촌동),042-636-1109,042-636-1109,4,140,0,4,0,20,0,36.36327073,127.4381859,운영,,2012-03-12,,,2017-03-20
대전광역시,대덕구,푸른숲어린이집,직장,정상,34303,대전광역시 대덕구 대덕대로1277번길 90 제3공단 (문평동),042-333-7180,042-933-7325,3,282,1,7,9,43,8,36.4421552,127.3930763,미운영,,2012-03-07,,,
대전광역시,대덕구,원어린이집,민간,폐지,34417,대전광역시 대덕구 비래동로7번길 54 (비래동),042-635-1930,042-625-1930,5,131,2,7,0,44,0,36.35609482,127.4470296,운영,,2012-03-05,,,2018-03-30
대전광역시,대덕구,해맑은어린이집,민간,폐지,34425,대전광역시 대덕구 동서대로1761번길 15-6 (송촌동),042-624-4229,042-622-4229,5,156,0,6,0,34,0,36.3532356,127.4420829,운영,"다음 카페""대전해맑은어린이집""",2012-03-05,,,2022-08-31
대전광역시,대덕구,사랑가득어린이집,가정,폐지,34398,"대전광역시 대덕구 동춘당로 178 109동 105호(법동, 보람아파트)",042-635-1980,--,4,99,0,5,0,20,0,36.369034,127.430244,운영,,2012-03-05,,,2021-03-10
대전광역시,동구,이편한어린이집,민간,폐지,34703,"대전광역시 동구 산내로 1330 낭월동, e-편한세상아파트 관리동",042-282-2024,042-282-2003,4,289,0,6,0,40,0,36.2818017580954,127.469788324072,미운영,http://cafe.naver.com/sup2024,2012-02-28,,,2018-09-10
대전광역시,유성구,해랑솔어린이집,가정,폐지,34209,"대전광역시 유성구 학하남로 10 205동 104호(계산동, 오투그란데미학아파트)",042-825-3968,--,4,84,0,4,0,20,0,36.3351110986495,127.313002094621,미운영,,2012-02-27,,,2019-04-11
대전광역시,대덕구,아이나라어린이집,가정,폐지,34322,"대전광역시 대덕구 대덕대로1470번길 27 103동 103호(목상동, 동원상록수아파트)",042-931-2783,042-931-2783,3,83,0,4,0,15,0,36.44827508,127.4131894,운영,,2012-02-27,,,2019-03-01
대전광역시,대덕구,미키미니어린이집,민간,폐지,34330,대전광역시 대덕구 덕암북로70번길 29 (덕암동),042-936-8288,042-936-8388,6,179,2,7,0,61,0,36.44390999,127.4230863,운영,,2012-02-24,,,2020-05-11
대전광역시,유성구,네오어린이집,민간,정상,34152,"대전광역시 유성구 덕명로 26 (덕명동, 네오미아아파트 관리동)",042-822-0226,042-286-0601,5,137,5,6,15,49,40,36.35780885706872,127.30234831956264,운영,,2012-02-21,,,
대전광역시,대덕구,푸른어린이집,민간,정상,34414,대전광역시 대덕구 우암동로 23 (비래동),042-621-6901,042-627-6904,5,126,1,11,13,46,37,36.3600566678322,127.4522932675192,운영,,2012-02-20,,,
대전광역시,서구,아이동그라미어린이집,가정,폐지,35243,"대전광역시 서구 둔산북로 175 7동 101호 (둔산동, 햇님아파트)",042-384-1203,042-384-1203,4,64,0,4,0,20,0,36.3565839931689,127.39054551819,미운영,,2012-02-16,,,2019-04-01
대전광역시,대덕구,해누리어린이집,가정,정상,34304,"대전광역시 대덕구 대덕대로 1555 110-101(석봉동, 금강엑슬루타워)",042-931-7009,042-931-7009,4,92,0,4,1,18,0,36.4512964713267,127.421247136075,미운영,,2012-02-13,,,
대전광역시,대덕구,서현어린이집,사회복지법인,정상,34375,대전광역시 대덕구 동심1길 85 (대화동),042-627-4403,042-628-2039,6,208,2,16,14,65,22,36.36329897,127.4131238,운영,,2012-02-09,,,
대전광역시,대덕구,아이미소 어린이집,민간,폐지,306819,대전광역시 대덕구 대전로1076번길 20 (오정동),042-625-6609,042-627-6609,7,313,1,7,0,72,0,36.35059709,127.4168567,운영,,2012-02-01,,,2017-02-15
대전광역시,서구,킨더랜드어린이집,가정,폐지,35247,"대전광역시 서구 둔산북로 160 1동 104호 (둔산동, 한마루아파트)",042-487-3410,--,5,122,0,4,0,20,0,36.35560269580683,127.39190429554097,미운영,,2012-01-31,,,2020-04-16
대전광역시,유성구,새싹나라어린이집,가정,폐지,34200,"대전광역시 유성구 상대남로 26 914동 101호 (상대동, 트리풀시티아파트)",042-000-0000,--,5,99,0,6,0,20,0,36.34226546882351,127.33602177320347,미운영,,2012-01-30,,,2018-02-22
대전광역시,유성구,사랑뜰어린이집,가정,폐지,34195,"대전광역시 유성구 동서대로 725 1212동 104호(원신흥동, 어울림하트아파트)",042-322-3747,--,4,84,0,4,0,20,0,36.34167512874866,127.33957037871923,미운영,,2012-01-25,,,2019-03-22
대전광역시,대덕구,보물섬어린이집,민간,폐지,34321,대전광역시 대덕구 대덕대로1514번길 11 (목상동),042-933-1518,042-933-1517,7,324,1,13,0,82,0,36.448396768423684,127.41648732728384,운영,cafe.daum.net/kid-bomulsum,2012-01-12,,,2016-11-30
대전광역시,대덕구,사과나무어린이집,법인·단체등,폐지,34428,대전광역시 대덕구 계족로505번길 90 (중리동),042-673-0537,042-345-0537,4,180,1,8,0,56,0,36.35688346,127.4278963,운영,용전교회사과나무어린이집,2012-01-12,,,2024-03-01
대전광역시,대덕구,피피쿠스사랑어린이집,민간,폐지,34421,대전광역시 대덕구 동춘당로15번길 1 (송촌동),042-635-0078,042-634-2998,10,344,1,20,0,39,0,36.36048706,127.4465473,운영,,2012-01-12,,,2023-08-31
대전광역시,동구,스마트뷰어린이집,민간,정상,34582,대전광역시 동구 성남로 15 (성남동  ),042-638-1233,042-638-2252,6,134,0,15,16,47,32,36.34261433870704,127.43255254406589,미운영,,2012-01-09,,,
대전광역시,대덕구,희망어린이집,가정,폐지,34401,"대전광역시 대덕구 동춘당로114번길 60 302동 101호(송촌동, 선비마을3단지아파트)",042-331-0071,042-342-0071,4,93,0,5,0,20,0,36.36777582,127.4410185,운영,,2012-01-05,,,2018-04-13
대전광역시,유성구,풀꽃사랑어린이집,가정,정상,34200,"대전광역시 유성구 상대남로 26 919동 102호(상대동, 도안신도시9블록 트리풀시티아파트)",042-533-6967,042-533-6967,5,120,0,5,8,20,20,36.34009181754088,127.3321450759904,미운영,,2011-12-29,,,
대전광역시,서구,아이천사어린이집,가정,정상,35402,"대전광역시 서구 도산로 8 803동 101호 (도마동, 도마 e편한세상 포레나)",042-541-4487,070-4300-4487,4,61,1,4,8,20,20,36.312635322071785,127.38484890695615,미운영,ckckkeum@hanmail.net,2011-12-20,,,
대전광역시,서구,도안하바어린이집,가정,정상,35351,"대전광역시 서구 도안북로 136 105동 101호 (도안동, 한라비발디아파트)",042-524-7555,042-524-7555,3,96,0,4,8,20,19,36.32964860003908,127.34382188313535,미운영,,2011-12-20,,,
대전광역시,서구,푸른샘어린이집,민간,정상,35355,"대전광역시 서구 도안동로 177 커뮤니티센터 (도안동, 수목토아파트)",042-541-0153,--,4,174,1,8,10,63,46,36.31870562955515,127.34602345431841,미운영,,2011-12-13,,,
대전광역시,대덕구,하브루타kids어린이집,민간,폐지,34332,"대전광역시 대덕구 덕암로 200 101동 보육시설(평촌동, 행복한마을아파트)",042-931-1333,042-931-1335,7,172,1,8,0,40,0,36.43870721990827,127.42384263514984,운영,,2011-12-02,,,2020-01-02
대전광역시,동구,아이든어린이집,가정,폐지,34593,"대전광역시 동구 우암로 192 107-101(가양동,아침마을아파트)",042-627-3827,070-4009-0899,4,67,0,4,0,20,0,36.34177833084277,127.43886876199443,미운영,,2011-12-01,,,2025-05-13
대전광역시,유성구,꼬마대통령어린이집,가정,정상,34195,"대전광역시 유성구 동서대로 725 1204동 102호(원신흥동, 어울림하트아파트)",042-823-5242,--,4,77,0,4,7,20,20,36.334845954145685,127.3402403391492,미운영,,2011-11-30,,,
대전광역시,유성구,그린하트어린이집,가정,정상,34195,"대전광역시 유성구 동서대로 725 1212동 103호(원신흥동, 어울림하트아파트)",042-823-2777,042-823-2777,4,65,0,4,7,20,14,36.334845954145685,127.3402403391492,미운영,,2011-11-30,,,
대전광역시,유성구,알곡어린이집,가정,폐지,34195,"대전광역시 유성구 동서대로 725 1204동 103호(원신흥동, 어울림하트아파트)",042-822-9143,--,3,65,0,4,0,20,0,36.334845954145685,127.3402403391492,미운영,,2011-11-30,,,2023-03-15
대전광역시,유성구,꼬마노리터어린이집,가정,정상,34191,"대전광역시 유성구 봉명로 94 709동 101호(봉명동, 도안7단지예미지백조의호수)",042-861-0111,--,4,84,0,4,6,20,12,36.34680998854152,127.34587714719963,미운영,,2011-11-30,,,
대전광역시,대덕구,파인트리어린이집,민간,폐지,34313,대전광역시 대덕구 신탄진로778번길 89 (신탄진동),042-936-6945,042-936-6945,5,226,3,8,0,53,0,36.44771863,127.4345836,운영,,2011-11-29,,,2018-12-06
대전광역시,대덕구,정순키즈어린이집,가정,폐지,306796,"대전광역시 대덕구 비래서로10번길 21 101동 109호(비래동, 비래한신휴플러스)",042-628-6415,042-628-6415,4,86,0,5,0,19,0,36.35698914,127.4449542,운영,,2011-11-29,,,2016-03-18
대전광역시,유성구,가람슬기어린이집,민간,정상,34195,"대전광역시 유성구 동서대로 725 (원신흥동, 어울림하트아파트내)",042-824-3320,042-824-3320,5,260,1,7,16,46,40,36.33397718066958,127.34276301986056,미운영,,2011-11-22,,,
대전광역시,서구,키즈빌어린이집,민간,정상,35306,대전광역시 서구 유등로483번길 28 (용문동),042-527-7942,--,9,314,2,13,19,107,52,36.333436487089074,127.39332623598776,운영,https://kidsvill.kidsnote.ac/home/main,2011-11-21,,,
대전광역시,대덕구,슬아어린이집,가정,폐지,34391,대전광역시 대덕구 한밭대로1111번길 58 (중리동),042-623-2007,--,4,62,0,4,0,20,0,36.36094492,127.4221838,미운영,,2011-11-18,,,2024-01-16
대전광역시,대덕구,해오름어린이집,가정,정상,34374,대전광역시 대덕구 대오길 41 (대화동),042-636-5005,042-637-2009,4,61,0,4,7,20,14,36.36386131,127.4151387,운영,,2011-11-17,,,
대전광역시,동구,베베스타어린이집,가정,정상,34593,"대전광역시 동구 우암로 192 107-102  (가양1동,아침마을아파트)",042-621-5210,042-622-6642,4,67,0,4,4,20,6,36.34177833084277,127.43886876199443,미운영,,2011-11-15,,,
대전광역시,동구,펜타뷰라온어린이집,민간,폐지,34658,대전광역시 동구 계족로140번길 33 (대동.펜타뷰),042-271-3222,--,5,117,0,6,0,30,0,36.327103812924676,127.44567827644562,미운영,,2011-11-14,,,2024-02-01
대전광역시,서구,도안새싹어린이집,가정,폐지,35351,"대전광역시 서구 도안북로 136 102동 104호 (도안동, 한라비발디아파트)",042-823-0270,042-823-0270,3,57,0,4,0,20,0,36.32964860003908,127.34382188313535,미운영,,2011-11-10,,,2023-11-30
대전광역시,동구,아침햇살어린이집,가정,폐지,34593,대전광역시 동구 우암로 192 102-101 (가양1동),042-623-5113,042-626-5112,4,66,0,4,0,20,0,36.34177833084277,127.43886876199443,미운영,,2011-11-07,,,2023-03-27
대전광역시,유성구,신영어린이집,가정,폐지,34209,"대전광역시 유성구 학하남로 10 211동 104호 (계산동, 오투그란데미학아파트)",042-825-3362,042-825-3362,3,85,0,4,0,20,0,36.34369179038406,127.30230961233674,미운영,,2011-11-07,,,2024-02-29
대전광역시,유성구,꼬마숲학하어린이집,가정,폐지,34209,"대전광역시 유성구 학하남로 10 213동 103호(계산동, 오투그란데미학아파트)",042-352-7942,--,5,92,0,7,0,20,0,36.342761,127.303173,미운영,,2011-11-07,,,2025-04-08
대전광역시,유성구,사랑뜰도만스쿨어린이집,민간,폐지,34207,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트 관리동)",042-826-0506,042-826-0506,5,210,0,6,0,49,0,36.3378197598009,127.30112140173472,미운영,,2011-10-11,,,2021-12-01
대전광역시,동구,베베킹 어린이집,민간,폐지,34552,대전광역시 동구 동서대로1683번길 33-22 (용전동),042-632-5210,.-0000-0000,4,173,0,6,0,38,0,36.34987465808707,127.43484564695251,운영,00,2011-10-10,,,2018-05-02
대전광역시,대덕구,예다움영아어린이집,가정,정상,34307,"대전광역시 대덕구 대청로 43 106동 101호(신탄진동, 대전동일스위트리버스카이1단지)",042-633-8091,--,4,59,0,4,7,20,12,36.365798151518774,127.44584628166625,미운영,,2011-10-07,,,
대전광역시,대덕구,고은아기어린이집,가정,폐지,34354,"대전광역시 대덕구 계족로761번길 24 106동 108호(읍내동, 현대아파트)",042-622-3579,--,4,106,0,4,0,19,0,36.37856829,127.4254594,운영,,2011-09-29,,,2018-03-07
대전광역시,중구,그린나래 어린이집,가정,폐지,34810,대전광역시 중구 목동로 70 올리브힐아파트 102동 103호(목동),042-224-8884,042-224-8884,4,74,0,4,0,17,0,36.33728971623741,127.40610654073099,미운영,,2011-09-27,,,2024-04-22
대전광역시,동구,아침마을어린이집,민간,폐지,34593,대전광역시 동구 우암로 192 아침마을 아파트 관리동 (가양1동),042-623-5770,042-626-5772,6,96,0,8,0,35,0,36.34177833084277,127.43886876199443,미운영,,2011-09-21,,,2020-12-01
대전광역시,유성구,맑은별어린이집,가정,폐지,34198,"대전광역시 유성구 상대로 17 311동 101호(상대동, 한라비발디아파트)",042-321-8971,042-321-8971,4,85,0,0,0,20,0,36.35801576,127.3075436,운영,,2011-09-09,,,2017-11-28
대전광역시,중구,동화나라 어린이집,가정,정상,34810,대전광역시 중구 목동로 70 올리브힐아파트 108동 104호(목동),042-242-1254,--,4,84,0,4,5,19,6,36.33734728451149,127.40613802733701,미운영,,2011-09-07,,,
대전광역시,중구,올리브힐 어린이집,민간,폐지,34810,대전광역시 중구 목동로 70 올리브힐 아파트 단지내 관리동,042-242-5522,042-242-5115,4,246,1,8,0,39,0,36.33734728451149,127.40613802733701,운영,,2011-08-30,,,2024-11-30
대전광역시,대덕구,하나몬테소리어린이집,가정,폐지,34401,"대전광역시 대덕구 동춘당로114번길 60 308동 106호(송촌동, 선비마을3단지아파트)",042-637-6380,042-639-6380,4,85,0,4,0,20,0,36.36777582,127.4410185,운영,http://club.cyworld.com/hanakids,2011-08-30,,,2022-03-03
대전광역시,동구,에셀나무어린이집,민간,폐지,34627,대전광역시 동구 대전천동로 566-1 (중동),042-283-6699,042-222-6001,5,262,0,8,0,47,0,36.3310245097838,127.42887488147903,미운영,설치전,2011-08-09,,,2018-12-27
대전광역시,대덕구,해피아이어린이집,가정,폐지,34411,대전광역시 대덕구 계족산로5번길 9 (중리동),042-624-2531,042-624-2531,4,116,0,6,0,20,0,36.36238946,127.431736,운영,,2011-07-25,,,2018-03-15
대전광역시,유성구,사랑퐁당어린이집,가정,폐지,34198,"대전광역시 유성구 상대로 17 310동 102호(상대동, 한라비발디아파트)",042-822-1030,--,5,85,0,6,0,20,0,36.35801576,127.3075436,미운영,,2011-07-11,,,2020-03-16
대전광역시,서구,이든샘어린이집,가정,정상,35235,"대전광역시 서구 둔산남로 30 109동 106호 (둔산동, 녹원아파트)",042-384-5124,--,3,53,0,4,4,16,2,36.347549979561116,127.38003135173322,미운영,js681106@naver.com,2011-07-05,,,
대전광역시,중구,더샵어린이집,가정,폐지,34817,대전광역시 중구 목동로22번길 16 더샵아파트 관리동 (목동),042-221-5533,0504-011-8328,4,173,0,8,0,20,0,36.333516434818506,127.41001614239507,운영,,2011-06-20,,,2026-03-01
대전광역시,서구,연두아이누리어린이집,가정,정상,35305,"대전광역시 서구 계룡로686번길 18 102동 103호 (용문동, 아이누리아파트)",042-525-3425,042-525-3425,4,60,0,4,8,20,17,36.335395522989,127.39587628532777,미운영,,2011-06-13,,,
대전광역시,대덕구,아이자람어린이집,가정,폐지,34332,"대전광역시 대덕구 덕암로 200 103동 104호(평촌동, 행복한마을아파트)",042-935-1486,042-935-1486,4,70,1,4,0,20,0,36.43810342,127.424219,미운영,,2011-05-30,,,2021-04-19
대전광역시,서구,황실어린이집,가정,폐지,35216,"대전광역시 서구 청사로 65 106동 106호 (월평동, 황실타운아파트)",042-368-3866,042-368-3866,4,60,0,4,0,20,0,36.3609518,127.3717596,미운영,,2011-05-26,,,2019-03-15
대전광역시,서구,아가야어린이집,가정,폐지,35364,"대전광역시 서구 관저북로 14 413동 105호 (관저동, 원앙마을4단지아파트)",042-328-5674,--,3,28,0,3,0,10,0,36.309538,127.3363108,미운영,,2011-05-17,,,2017-04-03
대전광역시,서구,보물상자어린이집,가정,폐지,35234,"대전광역시 서구 둔산남로 15 102동 103호(둔산동, 은하수아파트)",042-484-0104,--,4,50,0,0,0,17,0,36.35384888,127.3836558,미운영,,2011-05-16,,,2014-03-18
대전광역시,서구,우리아이어린이집,가정,폐지,35234,"대전광역시 서구 둔산남로 15 103동 109호 (둔산동, 은하수아파트)",042-489-3663,--,4,62,0,4,0,20,0,36.35522045,127.4035233,미운영,,2011-05-16,,,2018-08-31
대전광역시,서구,고운맘어린이집,가정,폐지,35202,"대전광역시 서구 만년남로 8 108동 108호 (만년동, 상록수아파트)",042-484-0032,--,3,53,0,4,0,15,0,36.36683864,127.372606,미운영,,2011-05-16,,,2025-03-17
대전광역시,서구,꿈이있는아이어린이집,가정,폐지,35263,"대전광역시 서구 문정로90번길 60 105동 105호 (탄방동, 한우리아파트)",042-486-4799,--,4,60,0,4,0,19,0,36.34477908,127.3882793,미운영,,2011-05-13,,,2025-04-04
대전광역시,서구,갑천어린이집,가정,폐지,35201,"대전광역시 서구 만년로 25 101동 101호 (만년동, 강변아파트)",042-483-2399,--,4,81,0,4,0,20,0,36.36859104,127.3759484,미운영,band.us/@gapcheon,2011-04-27,,,2024-10-08
대전광역시,유성구,아이숲어린이집,민간,정상,34155,"대전광역시 유성구 덕명로 63 (덕명동, 하우스토리아파트 관리동)",042-710-8448,042-710-8448,3,94,0,7,8,21,10,36.35831013776839,127.30650381348913,미운영,,2011-04-27,,,
대전광역시,동구,큰숲어린이집,민간,폐지,34532,대전광역시 동구 흥룡로37번길 68 (가양2동),042-622-9995,042-622-9923,4,115,1,5,0,39,0,36.35064606,127.4445413,운영,joo 0428 @naver.com,2011-04-25,,,2025-04-02
대전광역시,유성구,아이맘어린이집,가정,폐지,305757,대전 유성구 원내동  진잠타운아파트 104동 110호 ,042-542-2125,--,3,42,0,0,0,10,0,,,,,2011-04-19,,,2011-04-22
대전광역시,유성구,메이지어린이집,민간,폐지,34095,대전광역시 유성구 하기로 34-21 (하기동),042-863-1447,--,9,360,4,0,0,84,0,36.38762453,127.3353903,운영,,2011-04-14,,,2014-03-01
